User,Retirement Age,Birth Year,Gender,State,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,Debt-Income ratio,FICO_Category
827,68,1963,Female,AL,15471,31533,42315,753,3,1.3,Very Good
828,65,1996,Female,CA,20947,42711,48493,717,1,1.1,Good
829,67,1945,Female,SC,13409,23137,4871,642,5,0.2,Fair
830,64,2002,Male,CA,19508,39778,60850,702,1,1.5,Good
831,72,1977,Male,NJ,34205,69747,80763,741,4,1.2,Very Good
832,63,1965,Male,FL,17140,34947,49024,751,3,1.4,Very Good
833,60,1956,Male,IL,32083,77961,39811,616,3,0.5,Fair
834,66,1997,Female,NJ,56252,114692,91575,805,2,0.8,Excellent
835,62,1972,Male,NY,12475,25434,45540,712,4,1.8,Good
836,64,1964,Female,OH,18420,37558,72514,778,3,1.9,Very Good
837,66,1989,Female,OH,23104,47110,57159,804,2,1.2,Excellent
838,68,1968,Male,IN,15048,30681,81680,746,4,2.7,Very Good
839,66,1999,Female,TX,31905,65051,220951,703,2,3.4,Good
840,67,1970,Female,AL,15207,31008,60527,713,4,2,Good
841,68,1957,Male,OH,18420,37556,0,735,6,0,Good
842,68,1944,Male,IN,17909,21547,16040,785,5,0.7,Very Good
843,68,1999,Male,AR,14249,29051,5819,774,2,0.2,Very Good
844,69,2000,Female,IL,14200,28953,3619,738,2,0.1,Good
845,65,1980,Female,FL,28826,58774,94053,528,2,1.6,Poor
846,61,1973,Male,ID,16378,33395,57774,588,2,1.7,Fair
847,65,1933,Female,FL,14395,22894,1501,767,5,0.1,Very Good
848,67,1974,Female,NY,31299,63815,4832,699,6,0.1,Good
849,67,1963,Female,CA,26957,54963,105623,675,4,1.9,Good
850,69,1991,Male,NY,17624,35940,54354,595,3,1.5,Fair
851,67,1957,Male,CA,18103,36911,93367,724,4,2.5,Good
852,64,1985,Female,IN,21991,44838,109951,561,1,2.5,Poor
853,72,1960,Female,CA,45509,92785,122254,786,6,1.3,Very Good
854,70,1953,Male,OH,17161,34985,29409,723,6,0.8,Good
855,68,1980,Male,IN,20644,42086,79530,784,4,1.9,Very Good
856,61,1974,Female,FL,19065,38872,94970,663,4,2.4,Fair
857,66,1970,Female,OR,23687,48295,109558,707,3,2.3,Good
858,64,1991,Female,AL,19474,39708,113715,717,3,2.9,Good
859,72,1963,Female,NY,22273,45416,82611,713,1,1.8,Good
860,67,1983,Female,CA,13739,28007,0,691,4,0,Good
861,64,1971,Female,IL,18906,38554,47186,708,1,1.2,Good
862,67,1992,Female,VA,18335,37384,120327,706,2,3.2,Good
863,71,1990,Female,NJ,31234,63684,96864,709,5,1.5,Good
864,61,1927,Female,CA,14632,26546,2480,689,6,0.1,Good
865,62,1984,Female,MO,13963,28472,42750,508,1,1.5,Poor
866,65,1970,Male,IL,15676,31957,12347,771,6,0.4,Very Good
867,68,1958,Male,CA,14318,29195,64881,743,3,2.2,Very Good
868,67,1983,Male,CA,17839,36372,79220,684,2,2.2,Good
869,70,1971,Female,GA,45818,93417,115916,714,3,1.2,Good
870,61,1980,Female,NM,14642,29854,66044,674,3,2.2,Good
871,69,1976,Female,CA,12362,25207,34107,685,1,1.4,Good
872,66,1995,Male,PA,16168,32966,73741,707,1,2.2,Good
873,67,1953,Male,FL,23528,47972,0,748,5,0,Very Good
874,66,1970,Male,NC,24206,49350,20942,713,6,0.4,Good
875,63,1980,Female,FL,14901,30383,58466,609,2,1.9,Fair
876,65,1975,Female,KY,18916,38568,66300,756,4,1.7,Very Good
877,69,1984,Female,MN,20179,41141,81016,706,3,2,Good
878,66,1996,Male,IA,18895,38526,60556,778,1,1.6,Very Good
879,66,1984,Female,IN,16764,34181,50668,764,2,1.5,Very Good
880,63,1936,Male,NC,30325,41763,2279,714,5,0.1,Good
881,68,1969,Male,CA,42234,86113,177353,713,6,2.1,Good
882,73,1968,Male,AR,22377,45625,81136,662,1,1.8,Fair
883,66,1957,Female,WA,49629,101193,124771,747,3,1.2,Very Good
884,66,1956,Male,IL,18590,37898,36994,716,5,1,Good
885,67,1937,Female,PA,23074,52315,3174,695,4,0.1,Good
886,67,1991,Female,NJ,39269,80060,0,689,2,0,Good
887,72,1930,Female,IL,38274,50341,3270,735,5,0.1,Good
888,66,1972,Female,NJ,24911,50790,3547,726,4,0.1,Good
889,65,1986,Female,TX,18334,37384,49182,713,3,1.3,Good
890,65,1961,Male,PA,17302,35274,35234,708,3,1,Good
891,68,1989,Male,IL,23199,47300,93788,784,1,2,Very Good
892,68,1984,Male,CA,12849,26201,42551,655,1,1.6,Fair
893,62,1958,Female,CA,16842,20783,23623,699,3,1.1,Good
894,69,1986,Male,TX,21563,43968,71218,644,1,1.6,Fair
895,66,1992,Male,GA,16568,33778,10058,757,1,0.3,Very Good
896,63,1971,Female,OH,18936,38611,93255,755,5,2.4,Very Good
897,65,1951,Female,SD,20153,39082,16870,722,4,0.4,Good
898,65,1990,Female,MI,23487,47891,114299,629,1,2.4,Fair
899,65,1972,Female,NY,25537,52063,87549,753,2,1.7,Very Good
900,68,1997,Male,NY,24200,49342,56137,703,1,1.1,Good
901,68,1970,Female,CA,19471,39700,59062,701,3,1.5,Good
902,65,1996,Male,CA,33727,68767,119831,723,3,1.7,Good
903,67,1955,Male,NV,19392,39543,53182,776,3,1.3,Very Good
904,68,1978,Female,AZ,22662,46209,56034,710,4,1.2,Good
905,71,1984,Male,PA,31595,64419,183210,711,1,2.8,Good
906,65,1969,Female,FL,16234,33098,59605,775,3,1.8,Very Good
907,66,1962,Female,TX,14959,30495,70825,773,4,2.3,Very Good
908,61,1975,Male,TX,32943,67170,114251,489,3,1.7,Poor
909,65,1980,Female,LA,17412,35501,78801,693,4,2.2,Good
910,65,1973,Female,PA,26545,54124,0,727,2,0,Good
911,65,1954,Male,NY,44664,40957,64144,608,4,1.6,Fair
912,67,1977,Female,MD,35553,72478,63078,728,2,0.9,Good
913,67,1950,Female,FL,17736,26574,5244,689,3,0.2,Good
914,63,1941,Female,MS,22304,23821,22427,613,8,0.9,Fair
915,70,1964,Female,NY,18719,38165,45891,719,1,1.2,Good
916,72,1951,Female,MI,19243,39238,85457,702,4,2.2,Good
917,65,2001,Female,MA,25308,51601,79143,745,1,1.5,Very Good
918,66,1975,Female,NC,15938,32491,24515,682,3,0.8,Good
919,62,2000,Female,MA,23691,48308,106571,703,4,2.2,Good
920,61,1970,Female,FL,20499,41800,67836,699,6,1.6,Good
921,74,1993,Female,IA,29680,60510,23196,790,3,0.4,Very Good
922,65,1995,Female,WI,30288,61760,163824,590,2,2.7,Fair
923,69,1934,Female,NM,16654,25066,424,695,7,0,Good
924,66,1942,Female,TN,24801,44469,12777,733,5,0.3,Good
925,55,1998,Female,IN,21992,44842,54189,500,4,1.2,Poor
926,50,2002,Male,SC,14305,29169,37230,754,1,1.3,Very Good
927,68,1998,Female,OR,42850,87372,40547,792,3,0.5,Very Good
928,70,1973,Male,VA,26918,54881,3584,700,4,0.1,Good
929,73,1970,Female,FL,15447,31497,30805,702,3,1,Good
930,69,1995,Male,CA,14076,28703,94364,560,1,3.3,Poor
931,66,1984,Female,TN,27637,56350,120125,808,4,2.1,Excellent
932,66,1988,Male,MD,33295,67886,7137,803,4,0.1,Excellent
933,70,1965,Male,PA,18007,36711,47490,687,4,1.3,Good
934,66,1959,Female,IL,15451,31505,59730,655,4,1.9,Fair
935,62,1973,Male,AZ,24064,49068,123937,530,2,2.5,Poor
936,68,1978,Female,NM,14078,28704,103891,700,2,3.6,Good
937,61,1937,Male,CA,12508,26126,1213,697,5,0,Good
938,70,1969,Male,KY,21869,44587,17148,775,6,0.4,Very Good
939,65,1994,Male,AR,22964,46822,0,810,4,0,Excellent
940,67,1979,Male,IL,21801,44452,12409,711,5,0.3,Good
941,73,1983,Male,PA,16237,33108,44044,829,2,1.3,Excellent
942,69,1994,Male,NC,16445,33534,76166,761,3,2.3,Very Good
943,61,1973,Female,IL,14497,29564,54279,694,2,1.8,Good
944,67,1952,Female,CA,26675,46945,17835,682,4,0.4,Good
945,72,1972,Male,NC,37121,75682,37163,727,5,0.5,Good
946,73,1958,Female,NC,19453,39661,74740,850,4,1.9,Excellent
947,64,1999,Male,ME,23785,48495,97630,773,3,2,Very Good
948,65,1952,Female,CA,15436,19199,15091,715,3,0.8,Good
949,68,1944,Male,MN,23553,40696,15691,801,6,0.4,Excellent
950,72,1988,Female,VA,47408,96661,73401,721,2,0.8,Good
951,64,1964,Female,NC,13018,26546,32087,686,5,1.2,Good
952,67,1985,Female,CA,16643,33934,42945,622,3,1.3,Fair
953,71,1969,Female,WI,29924,61008,0,781,4,0,Very Good
954,64,1986,Male,FL,20995,42808,117011,758,1,2.7,Very Good
955,67,1999,Male,VA,44196,90104,85204,787,2,0.9,Very Good
956,64,1964,Female,CA,17435,35553,76077,623,1,2.1,Fair
957,67,1994,Male,VA,26269,53554,119852,689,2,2.2,Good
958,69,1986,Male,ME,29237,59613,36199,763,4,0.6,Very Good
959,70,1928,Female,NY,13810,17150,375,807,6,0,Excellent
960,65,1952,Male,CA,24971,30962,15336,743,5,0.5,Very Good
961,62,1960,Male,OH,18600,37927,79299,712,1,2.1,Good
962,66,1986,Female,NY,34188,69706,97070,785,2,1.4,Very Good
963,57,2001,Female,TX,21214,43253,56323,718,1,1.3,Good
964,68,2002,Male,MO,17707,36101,46425,778,2,1.3,Very Good
965,66,1966,Female,LA,19798,40363,111112,711,4,2.8,Good
966,59,1936,Male,NY,37846,80493,2027,610,5,0,Fair
967,57,1941,Female,CA,22682,39263,24246,645,4,0.6,Fair
968,67,1952,Female,TX,32580,78329,40161,720,3,0.5,Good
969,66,1977,Male,TX,12547,25585,59827,702,4,2.3,Good
970,70,1957,Male,NC,22685,46256,106753,650,3,2.3,Fair
971,65,1991,Male,WA,19301,39354,26700,685,2,0.7,Good
972,66,1984,Male,TX,29793,60746,88165,706,4,1.5,Good
973,68,1968,Female,TX,30358,61901,29627,726,7,0.5,Good
974,65,1994,Female,IN,21313,43454,79295,774,2,1.8,Very Good
975,67,1977,Male,NY,22456,45789,94014,695,4,2.1,Good
976,68,1964,Male,NY,25916,52841,36288,733,5,0.7,Good
977,75,1996,Female,SC,18494,37717,60367,688,3,1.6,Good
978,63,1997,Female,OH,25313,51613,62635,649,2,1.2,Fair
979,69,1977,Female,CA,14632,29835,46702,618,7,1.6,Fair
980,65,1941,Male,MI,34259,62103,33545,509,4,0.5,Poor
981,65,1969,Female,MO,20966,42749,53471,728,4,1.3,Good
982,64,1981,Female,TX,33925,69171,102537,622,1,1.5,Fair
983,60,1921,Female,HI,22778,42306,472,725,5,0,Good
984,67,1990,Female,CA,20673,42150,39663,750,3,0.9,Very Good
985,63,1996,Female,MD,23340,47589,114020,763,4,2.4,Very Good
986,65,1952,Male,NC,13634,23993,2573,714,5,0.1,Good
987,65,1967,Female,MI,20942,42701,53696,701,4,1.3,Good
988,69,1978,Female,CA,27622,56320,84614,792,3,1.5,Very Good
989,68,1960,Male,MI,15472,31550,26738,710,3,0.8,Good
990,75,1963,Male,NC,15899,32418,84507,758,4,2.6,Very Good
991,65,1972,Male,CA,16109,32847,3230,785,3,0.1,Very Good
992,65,1980,Male,TX,31905,65053,83571,775,2,1.3,Very Good
993,65,1947,Male,CA,0,2422,810,632,2,0.3,Fair
994,68,1984,Female,OH,15950,32522,28260,769,2,0.9,Very Good
995,66,1976,Female,GA,17811,36315,0,824,3,0,Excellent
996,62,1955,Female,PA,20943,39206,9219,605,4,0.2,Fair
997,66,1992,Female,VA,16501,33641,40696,743,1,1.2,Very Good
998,65,1963,Female,NJ,20034,40848,146608,706,2,3.6,Good
999,66,1973,Female,FL,16733,34112,39842,725,4,1.2,Good
1000,67,1994,Female,TX,63159,128775,232506,655,1,1.8,Fair
1001,66,1969,Male,NY,51032,104045,0,734,3,0,Good
1002,66,1961,Female,TN,25166,51316,0,759,6,0,Very Good
1003,59,1954,Female,MI,24561,48690,36262,701,6,0.7,Good
1004,65,2002,Female,PA,17321,35311,44783,684,5,1.3,Good
1005,63,1977,Female,FL,13414,27354,42226,799,1,1.5,Very Good
1006,66,1963,Female,NY,31288,63796,82173,730,3,1.3,Good
1007,65,1991,Male,NC,32485,66237,146680,785,1,2.2,Very Good
1008,66,1961,Female,NC,27254,55569,76181,698,6,1.4,Good
1009,65,1979,Male,MN,32972,67226,128174,729,3,1.9,Good
1010,50,1976,Female,MA,52066,106159,144773,703,5,1.4,Good
1011,72,1951,Female,NY,24651,50258,0,686,3,0,Good
1012,69,1975,Female,CA,26966,54981,121701,737,1,2.2,Good
1013,70,1960,Male,FL,17455,35590,92603,720,4,2.6,Good
1014,67,1978,Male,IL,24509,49967,58582,712,4,1.2,Good
1015,63,1989,Female,OR,18446,37610,64933,586,1,1.7,Fair
1016,66,1988,Female,PA,24817,50599,83732,791,2,1.7,Very Good
1017,67,1955,Male,NY,32805,66885,144703,698,7,2.2,Good
1018,67,1959,Female,NJ,31281,63781,111808,654,1,1.8,Fair
1019,65,1970,Female,OK,46461,94733,0,707,5,0,Good
1020,66,1970,Male,MO,12064,24598,23019,695,4,0.9,Good
1021,66,1974,Male,PA,17870,36440,30574,745,2,0.8,Very Good
1022,65,1996,Male,NC,15545,31693,98206,719,1,3.1,Good
1023,65,2000,Female,CA,13485,27494,26097,724,1,0.9,Good
1024,65,1955,Male,NY,19095,20614,14042,711,2,0.7,Good
1025,65,1938,Female,TX,27814,66999,3140,730,5,0,Good
1026,61,1978,Male,FL,19066,38874,64474,672,3,1.7,Good
1027,69,1995,Female,CO,23550,48017,95549,711,1,2,Good
1028,64,1972,Female,LA,21966,44789,94789,638,1,2.1,Fair
1029,62,1984,Female,TX,16746,34143,49839,648,4,1.5,Fair
1030,65,1936,Male,NM,15385,16611,1797,696,5,0.1,Good
1031,68,1983,Female,WA,18880,38496,64688,642,2,1.7,Fair
1032,64,1941,Male,OK,16016,31046,11436,706,6,0.4,Good
1033,71,1982,Male,VA,60593,123540,236393,764,4,1.9,Very Good
1034,65,1954,Female,TN,18273,39809,0,775,4,0,Very Good
1035,65,1956,Male,GA,16958,34576,81087,683,1,2.3,Good
1036,67,1945,Female,NY,45685,110570,5700,766,8,0.1,Very Good
1037,69,1992,Male,WI,16801,34262,60506,846,2,1.8,Excellent
1038,71,1979,Male,AL,19851,40473,54899,689,4,1.4,Good
1039,67,1986,Female,GA,47453,96744,128122,838,5,1.3,Excellent
1040,70,1971,Male,MS,15316,31231,40499,681,3,1.3,Good
1041,65,1962,Female,TX,32580,66427,103290,779,5,1.6,Very Good
1042,70,1988,Male,TX,11512,23469,22976,731,3,1,Good
1043,69,1989,Male,NJ,13006,26519,63979,663,3,2.4,Fair
1044,64,1979,Female,AL,17067,34799,72749,793,2,2.1,Very Good
1045,70,1991,Female,OR,17260,35194,56006,620,1,1.6,Fair
1046,66,1991,Female,IL,19463,39679,93772,758,2,2.4,Very Good
1047,66,1952,Male,CA,25115,31287,25844,728,4,0.8,Good
1048,71,1993,Male,TX,19032,38805,54466,614,2,1.4,Fair
1049,67,1976,Female,DC,23940,48810,0,799,3,0,Very Good
1050,67,1957,Male,ID,22290,45450,85218,686,3,1.9,Good
1051,64,1994,Female,NJ,16770,34201,42895,731,1,1.3,Good
1052,64,1966,Female,CA,16742,34137,80467,671,4,2.4,Good
1053,67,1952,Male,CA,17683,28357,10400,628,2,0.4,Fair
1054,62,1989,Female,TX,15862,32343,39656,683,3,1.2,Good
1055,68,2002,Female,CA,20670,42142,116857,713,2,2.8,Good
1056,65,1989,Male,NC,16177,32985,32764,740,2,1,Very Good
1057,62,1937,Male,NY,16494,23572,216,590,2,0,Fair
1058,70,1994,Female,MA,14155,28862,20944,751,2,0.7,Very Good
1059,68,1943,Female,SD,21089,31145,5132,689,4,0.2,Good
1060,70,1956,Female,CA,13015,26535,93592,724,5,3.5,Good
1061,70,1962,Female,PA,19517,39796,9452,729,5,0.2,Good
1062,67,1948,Male,WY,25502,51703,5371,722,7,0.1,Good
1063,66,1953,Male,MI,18879,31175,5846,711,5,0.2,Good
1064,73,1930,Male,IL,16503,38761,69,760,7,0,Very Good
1065,62,1933,Male,FL,19382,33291,695,714,2,0,Good
1066,64,1980,Female,FL,25812,52630,68559,725,4,1.3,Good
1067,64,1946,Male,CA,14317,26481,10392,705,1,0.4,Good
1068,59,1995,Male,IL,0,2370,4397,581,1,1.9,Fair
1069,67,1960,Male,AL,21102,43021,86014,725,4,2,Good
1070,68,2002,Male,MA,21809,44466,3096,709,2,0.1,Good
1071,57,1969,Male,FL,21033,42886,60474,604,1,1.4,Fair
1072,67,1984,Male,IL,18560,37843,40003,697,3,1.1,Good
1073,66,1985,Male,NC,23738,48398,138998,642,3,2.9,Fair
1074,66,1986,Female,MI,13820,28181,37929,682,2,1.3,Good
1075,65,1971,Female,TN,18353,37422,127116,681,5,3.4,Good
1076,54,1995,Female,CA,44747,91237,231619,594,1,2.5,Fair
1077,65,1960,Male,MN,21535,43913,83944,676,4,1.9,Good
1078,68,1982,Male,IN,21851,44550,117302,761,3,2.6,Very Good
1079,73,1945,Male,FL,20121,42806,20432,726,6,0.5,Good
1080,65,1956,Female,FL,26339,53702,85160,606,1,1.6,Fair
1081,65,1933,Female,TN,20030,38273,1658,765,6,0,Very Good
1082,67,1991,Female,TN,25166,51303,106248,688,3,2.1,Good
1083,64,1975,Female,GA,17545,35775,67263,773,1,1.9,Very Good
1084,64,1948,Female,CO,31024,67186,29682,692,1,0.4,Good
1085,67,1972,Male,OH,22934,46763,65106,696,3,1.4,Good
1086,70,1958,Male,TX,14275,29110,23504,699,3,0.8,Good
1087,62,1929,Male,NJ,17685,41831,1100,615,1,0,Fair
1088,65,1978,Female,PA,24089,49117,42380,769,3,0.9,Very Good
1089,70,1950,Female,WI,33808,68930,72619,768,4,1.1,Very Good
1090,58,1952,Female,SC,13907,20334,9544,684,2,0.5,Good
1091,61,1976,Female,NY,12220,24917,36101,693,2,1.4,Good
1092,67,1980,Female,IL,21749,44344,82822,744,3,1.9,Very Good
1093,68,1982,Female,IL,16825,34311,61776,705,2,1.8,Good
1094,62,1962,Male,WV,17282,35239,43270,726,1,1.2,Good
1095,66,1964,Male,CA,18223,37147,0,703,3,0,Good
1096,64,1970,Female,OR,17003,34671,55643,786,6,1.6,Very Good
1097,69,1962,Male,MD,30004,61173,71422,692,3,1.2,Good
1098,72,1964,Female,CA,23368,47643,45706,764,8,1,Very Good
1099,61,1959,Female,AZ,17113,34895,56622,820,4,1.6,Excellent
1100,68,1956,Female,TX,0,1785,2892,732,3,1.6,Good
1101,69,1921,Male,CA,26137,33869,370,821,7,0,Excellent
1102,68,1943,Female,GA,20835,31066,20902,712,4,0.7,Good
1103,68,1982,Female,TX,27057,55172,96779,629,3,1.8,Fair
1104,60,1966,Female,NE,23029,46956,94340,610,2,2,Fair
1105,61,1966,Male,AZ,36300,74012,93119,681,2,1.3,Good
1106,68,1987,Male,TX,20055,40887,50734,688,4,1.2,Good
1107,65,1987,Male,PA,16935,34531,60156,703,4,1.7,Good
1108,67,2001,Female,NY,26481,53995,154800,673,1,2.9,Good
1109,64,1951,Female,GA,30747,63502,24100,638,7,0.4,Fair
1110,67,1969,Male,TX,16272,33178,92366,671,2,2.8,Good
1111,65,1935,Male,FL,29583,44690,2249,733,5,0.1,Good
1112,61,1963,Female,MS,19327,39409,52076,599,1,1.3,Fair
1113,63,2000,Male,FL,16223,33080,55066,692,3,1.7,Good
1114,64,1965,Male,GA,43725,89152,162012,675,1,1.8,Good
1115,70,1950,Female,MN,17474,27772,14408,788,4,0.5,Very Good
1116,65,1954,Male,CA,26188,44137,22392,626,2,0.5,Fair
1117,69,1954,Female,NC,14844,30265,36789,814,4,1.2,Excellent
1118,69,1965,Male,TX,18412,37534,99840,706,3,2.7,Good
1119,67,1998,Male,AZ,15864,32345,61066,730,3,1.9,Good
1120,70,1981,Male,IA,13332,27183,58323,637,1,2.1,Fair
1121,71,1967,Female,MI,18877,38487,49725,691,3,1.3,Good
1122,69,1950,Female,IA,26764,33642,20874,593,5,0.6,Fair
1123,67,1968,Female,TX,16823,34302,84935,651,3,2.5,Fair
1124,67,1988,Female,TX,20968,42754,60172,656,1,1.4,Fair
1125,69,1995,Female,PA,25037,51045,127864,772,2,2.5,Very Good
1126,69,1935,Male,MD,20641,24055,0,733,7,0,Good
1127,68,1991,Male,CA,22081,45021,77559,689,1,1.7,Good
1128,55,2001,Male,PA,22991,46878,60121,578,1,1.3,Poor
1129,66,1937,Female,CT,20065,22726,1692,784,6,0.1,Very Good
1130,65,1970,Male,CA,16894,34449,36540,686,3,1.1,Good
1131,66,1983,Male,MO,13895,28334,0,700,3,0,Good
1132,67,1988,Female,WA,28037,57166,111755,737,2,2,Good
1133,67,1961,Female,IN,17585,35854,49101,850,2,1.4,Excellent
1134,71,1980,Female,CA,22050,44958,91549,787,1,2,Very Good
1135,72,1958,Female,NC,14218,28988,13351,694,4,0.5,Good
1136,65,1966,Male,OH,16544,33729,0,763,4,0,Very Good
1137,69,1988,Male,VA,29157,59455,96224,557,1,1.6,Poor
1138,70,2002,Male,NY,23316,47543,124177,667,1,2.6,Fair
1139,65,1980,Female,VA,26618,54273,110237,789,4,2,Very Good
1140,71,1942,Female,NV,18239,38692,8902,596,5,0.2,Fair
1141,69,1965,Male,PA,14663,29898,19719,714,5,0.7,Good
1142,60,1998,Female,FL,15418,31443,52826,676,1,1.7,Good
1143,65,1977,Male,MO,17428,35538,71591,747,1,2,Very Good
1144,67,1976,Male,TX,24608,50174,145300,643,4,2.9,Fair
1145,57,1995,Male,VA,42884,87436,135294,845,2,1.5,Excellent
1146,67,1986,Female,CA,30335,61846,12525,722,4,0.2,Good
1147,62,1997,Female,IL,11951,24369,37437,575,4,1.5,Poor
1148,68,1993,Male,TX,21810,44470,66413,721,3,1.5,Good
1149,65,1991,Male,FL,20995,42806,49194,712,3,1.1,Good
1150,66,1950,Female,CA,38948,99825,4344,685,4,0,Good
1151,66,1975,Female,OH,19569,39898,43630,682,3,1.1,Good
1152,70,1980,Female,IN,24233,49412,42378,830,3,0.9,Excellent
1153,68,1997,Male,TN,16349,33337,71679,712,1,2.2,Good
1154,57,1961,Female,MA,20979,17078,25245,719,4,1.5,Good
1155,66,1992,Female,AZ,21494,43826,84935,823,1,1.9,Excellent
1156,66,1968,Female,CA,47991,97845,255288,836,4,2.6,Excellent
1157,65,1964,Male,TN,17795,36285,67244,759,5,1.9,Very Good
1158,60,1988,Female,CO,24849,50666,102318,617,3,2,Fair
1159,68,1968,Female,MN,40364,82298,182301,789,6,2.2,Very Good
1160,71,1994,Male,TX,31839,64917,102747,689,4,1.6,Good
1161,54,1993,Female,FL,18100,36909,102869,821,1,2.8,Excellent
1162,70,1995,Male,CA,34848,71054,106595,767,2,1.5,Very Good
1163,66,1936,Female,LA,24703,16620,1140,804,8,0.1,Excellent
1164,66,1974,Female,CA,27973,57027,21798,709,4,0.4,Good
1165,71,2001,Male,NE,14199,28950,61297,609,1,2.1,Fair
1166,69,1969,Female,GA,0,1426,3154,680,3,2.2,Good
1167,72,1964,Male,MS,15354,31308,59817,742,7,1.9,Very Good
1168,64,1993,Male,FL,14546,29658,45750,589,2,1.5,Fair
1169,65,1971,Male,NY,22762,46408,0,847,7,0,Excellent
1170,63,1980,Female,NC,11431,23307,31064,789,1,1.3,Very Good
1171,69,1988,Female,TN,14435,29433,61260,693,3,2.1,Good
1172,69,1992,Male,NV,30025,61222,142541,779,1,2.3,Very Good
1173,68,1973,Female,FL,19508,39770,72827,711,4,1.8,Good
1174,66,1971,Female,NV,38345,78180,102759,740,3,1.3,Very Good
1175,67,1991,Male,LA,23208,47317,42433,680,2,0.9,Good
1176,58,1979,Male,ID,14925,30432,101847,624,1,3.3,Fair
1177,70,1980,Male,MO,18226,37165,0,771,3,0,Very Good
1178,66,1973,Male,OH,17856,36405,31815,715,2,0.9,Good
1179,61,1989,Male,MD,23500,47916,69567,612,1,1.5,Fair
1180,67,1967,Male,WI,19705,40177,47012,698,4,1.2,Good
1181,68,1971,Female,WA,19604,39969,68456,713,3,1.7,Good
1182,61,1975,Male,FL,21979,44816,63043,625,1,1.4,Fair
1183,59,1988,Male,CA,24845,50658,72806,764,2,1.4,Very Good
1184,68,1998,Male,TN,20236,41260,80574,682,2,2,Good
1185,58,1965,Male,NY,20760,42332,75213,616,6,1.8,Fair
1186,67,1946,Female,IL,22545,23011,30510,721,3,1.3,Good
1187,61,1955,Male,PA,39495,87317,41998,773,1,0.5,Very Good
1188,65,1947,Female,CO,14645,25243,18006,730,6,0.7,Good
1189,70,1996,Female,CA,28884,58893,113715,666,3,1.9,Fair
1190,69,1995,Male,NJ,31547,64319,0,757,3,0,Very Good
1191,63,1972,Male,TX,17810,36319,44737,730,4,1.2,Good
1192,66,1980,Male,VA,21186,43192,33517,739,3,0.8,Good
1193,58,1974,Male,MS,22304,45476,67636,506,1,1.5,Poor
1194,68,1988,Male,WY,20255,41297,34703,685,2,0.8,Good
1195,63,1975,Female,CT,26674,54384,69717,622,3,1.3,Fair
1196,68,1977,Female,PA,16071,32770,103262,641,4,3.2,Fair
1197,66,1993,Female,CA,29972,61104,79486,721,4,1.3,Good
1198,67,1964,Male,WI,23216,47334,87775,701,3,1.9,Good
1199,69,1952,Female,PA,21497,43828,60231,711,3,1.4,Good
1200,69,1972,Female,OH,16618,33883,50616,524,1,1.5,Poor
1201,72,1975,Male,AL,25009,50993,75783,675,5,1.5,Good
1202,66,1971,Male,NY,20447,41690,69869,763,2,1.7,Very Good
1203,66,1991,Female,IL,26545,54122,166903,796,4,3.1,Very Good
1204,66,1963,Male,MD,26467,53966,135478,747,1,2.5,Very Good
1205,65,2000,Female,PA,26273,53569,79540,623,1,1.5,Fair
1206,70,1952,Male,AZ,32056,65362,27745,743,6,0.4,Very Good
1207,72,1961,Male,OH,13259,27035,58050,595,2,2.1,Fair
1208,74,1981,Male,OH,18962,38663,59053,686,3,1.5,Good
1209,65,1998,Female,CA,21940,44740,103896,651,1,2.3,Fair
1210,70,1976,Female,LA,19126,38994,0,728,4,0,Good
1211,67,1965,Female,OH,18794,38318,93284,748,6,2.4,Very Good
1212,73,1977,Female,TX,18452,37623,923,726,6,0,Good
1213,65,1987,Male,CA,0,2365,0,769,3,0,Very Good
1214,65,1969,Female,CA,23752,48428,72566,654,1,1.5,Fair
1215,66,1961,Male,CA,15290,31177,18859,689,5,0.6,Good
1216,69,1981,Male,MS,18746,38223,30756,725,4,0.8,Good
1217,64,1966,Female,GA,30157,61490,116180,647,1,1.9,Fair
1218,78,1978,Female,GA,45132,92017,157723,703,3,1.7,Good
1219,69,1976,Male,TX,12313,25109,92,850,3,0,Excellent
1220,68,1975,Male,MO,19874,40522,81572,801,5,2,Excellent
1221,67,1973,Male,TX,30913,63030,93406,791,5,1.5,Very Good
1222,65,1958,Male,IN,18324,37362,21600,703,4,0.6,Good
1223,68,1967,Male,NY,27005,55059,162462,735,3,3,Good
1224,67,1970,Female,WA,33226,67743,67132,752,3,1,Very Good
1225,65,1986,Female,TN,20142,41069,64073,644,3,1.6,Fair
1226,65,1985,Male,GA,15814,32245,43097,625,1,1.3,Fair
1227,68,1975,Female,SC,41380,84365,113529,796,5,1.3,Very Good
1228,65,1965,Male,MD,30794,62791,193215,692,4,3.1,Good
1229,61,1988,Male,ME,22283,45433,91998,523,1,2,Poor
1230,62,1984,Male,NY,20371,41537,128044,582,1,3.1,Fair
1231,71,1961,Male,CA,58517,119308,89328,789,6,0.7,Very Good
1232,66,1994,Female,FL,8491,17310,21853,749,2,1.3,Very Good
1233,66,1944,Male,MA,21695,41316,22629,826,1,0.5,Excellent
1234,65,1967,Male,MI,18487,37686,41173,739,4,1.1,Good
