User,Card_0_Total,Card_1_Total,Card_2_Total,Card_3_Total,Card_4_Total,Card_5_Total,Card_6_Total,Card_7_Total,Card_8_Total,Year_1991_Total,Year_1992_Total,Year_1993_Total,Year_1994_Total,Year_1995_Total,Year_1996_Total,Year_1997_Total,Year_1998_Total,Year_1999_Total,Year_2000_Total,Year_2001_Total,Year_2002_Total,Year_2003_Total,Year_2004_Total,Year_2005_Total,Year_2006_Total,Year_2007_Total,Year_2008_Total,Year_2009_Total,Year_2010_Total,Year_2011_Total,Year_2012_Total,Year_2013_Total,Year_2014_Total,Year_2015_Total,Year_2016_Total,Year_2017_Total,Year_2018_Total,Year_2019_Total,Year_2020_Total,State_International_Total,State_Online_Total,State_US_State_Total,Retirement Age,Birth Year,Gender,State,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,Debt-Income ratio,FICO_Category,Digital Goods & Subscriptions,Dining & Entertainment,Education & Professional Services,Healthcare,Other,Retail,Transport,Travel & Lodging,Utilities & Home Services,Avg Credit Limit,cardtype_credit,cardtype_debit,cardtype_debit_(prepaid),cardbrand_Amex,cardbrand_Discover,cardbrand_Mastercard,cardbrand_Visa,Total Cards
1497,214005.07,268453.48,144750.84,892499.86,583389.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9244.78,103660.0,100730.3,97944.42,104846.76,109158.67,102262.0,106231.5,110793.6,113672.96,104335.75,115473.0,110683.76,115560.19,113264.76,112889.59,112473.26,113747.72,116950.83,112828.94,16346.05,9333.68,78943.89,2014821.27,67,1967,Female,IN,26168,53350,128676,685,5,2.4,Good,2663.24,87506.08,22833.63,3625.09,1187350.73,568117.71,107557.01,1585.71,121859.64,15612.8,3,1,1,1,0,2,2,5
1498,462287.87,225200.12,146135.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52116.54,73791.91,76875.86,77577.75,81922.44,72320.63,79067.6,76570.14,78120.51,77553.73,77652.01,10054.85,10139.87,112345.39,711138.71,65,1976,Female,NY,45812,93406,151935,801,3,1.6,Excellent,12598.56,123456.34,0.0,13540.81,251348.69,232427.82,45973.47,2071.45,152206.83,24114.0,1,2,0,0,0,0,3,3
1499,209331.42,109861.8,193848.2,170521.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39802.66,48824.49,48469.32,47611.58,40810.89,41362.06,39643.21,41324.23,44928.4099999999,48496.64,52557.2,44733.14,44968.65,47471.03,45177.43,7381.68,875.3,84393.93,598293.39,69,1953,Male,CA,36323,74059,144396,744,4,1.9,Very Good,10093.35,70721.3,15309.97,10178.95,273531.26,184662.74,39767.1599999999,591.72,78706.17,27905.75,2,2,0,0,0,2,2,4
1500,574.6,2660.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3235.59,0.0,1107.15,2128.44,70,1998,Male,GA,25025,51028,105239,660,2,2.1,Fair,0.0,447.8,0.0,0.0,1333.99,811.62,452.81,0.0,189.369999999999,14850.0,2,0,0,0,0,0,2,2
1501,961.329999999999,47164.82,1123.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8716.64,34030.33,6503.14,217.079999999999,36024.96,13008.07,69,1998,Female,OH,19000,38739,0,689,3,0.0,Good,0.0,2725.45,0.0,0.0,5108.6,3810.49,36705.78,0.0,899.79,67.3333333333333,0,0,3,0,0,1,2,3
1502,187951.88,179719.16,77463.77,1482.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34329.06,38806.4,44218.51,36649.45,42578.41,39148.29,42414.15,40309.83,39457.92,40466.1,41822.23,6416.48,2872.17,25563.87,418180.79,60,1978,Female,NY,17013,34690,48954,683,4,1.4,Good,4936.5,10070.02,47295.28,9440.86,114439.55,125348.0,74663.22,2514.94,57908.46,11877.5,1,3,0,0,1,3,0,4
1503,37464.55,56337.97,15988.29,217.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8726.19,7739.12,8331.23,9241.43,8532.01,16114.96,19114.62,15393.91,15007.25,1807.93,0.0,13011.44,96997.21,63,1982,Male,MS,14367,29297,36303,825,4,1.2,Excellent,788.25,2901.71,798.38,1403.24,55109.98,26032.74,9233.96,91.77,13648.6199999999,1879.75,1,0,3,1,0,1,2,4
1504,30716.41,57973.13,4024.2,193110.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12495.61,18345.64,20573.32,17810.8,21175.57,17802.4,18414.89,19061.85,19207.35,19493.21,19103.73,21273.44,18676.46,20763.81,18478.09,3147.68,295.86,31708.89,253819.1,64,1937,Male,MO,14191,33356,938,566,4,0.0,Poor,14289.17,18411.59,152.85,8756.03,128325.05,64584.53,22201.68,1133.23,27969.72,6274.5,2,1,1,0,0,3,1,4
1505,46107.95,367226.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4940.19,60365.13,48762.1,55791.54,59974.34,58017.12,51788.49,64104.86,9590.63,4879.76,160843.75,247610.89,68,1988,Male,NY,32973,67230,45269,685,2,0.7,Good,9465.86,24216.77,0.0,4229.61,155756.4,50068.01,147269.92,761.68,21566.15,18720.5,0,1,1,0,0,2,0,2
1506,110540.45,315814.98,422898.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423.57,19372.17,39151.04,45091.75,47194.63,49839.4,41847.99,38983.39,53955.99,43407.74,51381.89,49969.47,42438.24,40778.54,42821.13,48712.87,48060.15,48215.11,45397.49,44776.79,6434.69,5240.86,102060.62,741952.56,64,1954,Female,NY,27376,64829,15537,664,3,0.2,Fair,21510.12,38423.5,18500.67,53953.16,366663.95,123234.11,44552.13,4093.52,178322.88,14555.6666666666,1,2,0,0,0,1,2,3
1507,4715.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4715.59,0.0,2247.47,2468.12,66,1990,Female,GA,33093,67473,140270,780,1,2.1,Very Good,79.99,134.74,0.0,0.0,1490.78,810.93,1650.15999999999,0.0,548.99,22353.0,0,1,0,0,0,1,0,1
1508,57319.85,266052.16,248781.639999999,9681.4,47447.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.41,41387.73,46275.96,38583.77,43653.91,38447.2,47208.75,38750.24,38810.34,41774.16,42344.04,37988.54,39328.88,39945.86,45941.91,40821.05,7777.65,6244.39,43886.57,579151.44,66,1959,Male,PA,25031,51039,0,704,5,0.0,Good,2114.28,34397.46,292.37,33877.34,286721.39,122419.82,34649.49,3034.16,111776.09,13195.0,1,3,1,0,0,3,2,5
1509,588.43,300.9,323.19,340.15,671.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2224.2,0.0,93.18,2131.02,67,1994,Male,CT,29231,59599,79126,717,5,1.3,Good,26.07,349.21,0.0,18.54,493.51,896.01,233.6,0.0,207.26,9275.8,2,2,1,1,0,2,2,5
1510,293128.62,365716.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41251.84,49481.9099999999,45439.57,46351.44,48700.67,45028.93,46127.1,46566.83,48822.35,48696.07,43997.28,47635.81,49903.22,43462.09,7379.71,662.07,80806.94,577375.81,59,1963,Male,OK,17394,35468,53185,490,2,1.5,Poor,10261.35,17887.2,1452.1,10549.07,283290.77,205332.42,18123.52,1506.19,110442.2,13491.0,0,2,0,0,0,2,0,2
1511,442119.96,66846.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.85,36038.2,46894.64,44566.51,42955.37,41079.93,42954.87,42242.79,41207.07,42281.1,40893.02,41964.58,38125.7,7104.63,950.459999999999,24248.71,483767.09,67,1986,Male,WI,23060,47023,0,765,2,0.0,Very Good,8806.86,4364.97,449.6,11345.95,365786.68,73198.77,32275.97,553.11,12184.35,10289.5,0,1,1,0,0,2,0,2
1512,92972.48,122072.73,179826.03,246198.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14401.78,30458.83,30132.5,30092.46,33715.97,36106.04,34734.89,40078.36,39008.87,42804.7,41299.21,44304.69,46552.98,42950.6,44238.65,40931.49,41663.38,7594.31,1466.04,215907.18,423696.49,66,1939,Female,TX,18528,22326,1620,564,4,0.1,Poor,902.35,27981.66,1512.72,22824.55,197414.4,119508.23,192632.8,1572.87,76720.13,14154.75,2,2,0,0,1,3,0,4
1513,4272.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4272.46,0.0,491.9,3780.56,67,1997,Female,IL,20147,41080,106545,793,1,2.6,Very Good,0.0,271.159999999999,0.0,0.0,932.89,2342.75,371.67,0.0,353.99,10600.0,1,0,0,0,1,0,0,1
1514,8060.09,178737.98,0.0,168349.49,180419.03,22478.28,107885.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10469.97,33227.4,39668.73,38829.14,39989.78,40364.54,40526.94,37344.55,38693.01,41078.43,49455.12,38733.82,39027.38,42950.53,43653.34,43916.67,40662.24,7339.25,4750.17,136029.95,525150.72,66,1963,Male,NC,24005,48944,79960,813,7,1.6,Excellent,16033.76,20628.18,4702.7,4729.98,234960.06,147202.39,102104.76,3171.51,132397.5,21523.1428571428,1,5,1,0,0,4,3,7
1515,45852.24,726.86,49130.6,216621.67,48214.34,424817.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.29,42294.69,43631.59,41432.27,44391.88,43879.98,47966.86,46191.42,47165.1,45566.39,45366.45,51819.5,47969.12,45176.02,45986.53,49057.03,47983.64,41839.35,7241.07,9249.85,74105.48,702007.85,65,1975,Male,KS,27149,55351,152645,703,6,2.8,Good,10431.41,191571.79,4443.89,33293.94,207370.26,131860.82,32196.4,3472.23,170722.44,15519.5,1,3,2,0,0,5,1,6
1516,1367.34,676.35,1644.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.11,3594.41,0.0,514.13,3174.39,68,2001,Male,UT,14470,29497,66044,722,3,2.2,Good,0.0,72.0,0.0,340.659999999999,2108.45,426.46,383.9,0.0,357.05,10883.3333333333,2,1,0,1,0,0,2,3
1517,1473.19,1373.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2847.01,0.0,984.09,1862.92,64,1995,Female,FL,34122,69572,137845,753,2,2.0,Very Good,0.0,239.63,0.0,0.0,1676.11,628.199999999999,234.52,0.0,68.55,18789.0,1,1,0,0,0,1,1,2
1518,485044.0,497244.45,151260.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34898.96,72666.53,77671.32,81246.89,77584.8,77027.55,77235.12,77013.88,73505.37,79380.7,84280.47,79784.83,75078.86,78898.01,74709.73,12565.74,5807.38,101289.87,1026451.51,59,1983,Male,NV,23889,48710,59824,792,3,1.2,Very Good,26039.07,76413.87,0.0,15284.74,363761.17,452845.75,115434.03,3597.67,80172.46,12705.6666666666,0,3,0,0,0,1,2,3
1519,215907.31,76036.85,2774.39,80477.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.23,24187.01,23414.99,25961.15,25704.14,26822.59,25073.87,24206.97,30200.45,23955.8,28159.59,27794.86,25780.31,29946.43,29087.36,4573.26,1391.3,75290.44,298514.27,66,1987,Male,LA,17536,35755,61748,708,4,1.7,Good,8831.91,14609.03,3468.7,14579.66,135969.88,62464.6,26300.28,1728.81,107243.14,9402.75,1,3,0,0,0,2,2,4
1520,11817.69,88831.63,562941.37,136385.47,856339.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29704.18,82834.64,82950.11,80934.73,80411.6,81451.64,80118.16,79455.83,75257.48,82799.88,79742.87,87541.75,83610.49,76229.58,78364.33,76856.74,82462.64,81492.61,82845.0,81761.72,76258.93,13230.42,9439.41,168341.32,1478534.6,69,1952,Female,CT,30736,62669,70317,760,5,1.1,Very Good,29038.46,76837.37,0.0,53530.65,989205.44,251019.01,90038.04,8564.6,158081.76,17669.6,1,4,0,0,1,1,3,5
1521,140769.71,93413.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31438.17,43082.71,22111.12,18915.94,18449.69,18294.99,19864.55,20667.25,18101.18,19833.05,3424.56,0.0,10965.57,223217.64,69,1980,Male,IA,16087,32801,44496,701,2,1.4,Good,1708.05,52194.96,1066.53,3834.69,84451.92,62532.36,8195.53999999999,142.82,20056.34,4584.5,1,0,1,0,0,2,0,2
1522,81047.83,14248.63,246223.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15309.56,28969.2,24168.81,25420.45,24513.88,27220.46,30540.04,26358.6,27613.49,29082.67,29511.62,27886.24,22749.38,2175.2,970.37,61381.08,279168.15,66,1970,Female,NC,18444,37617,57746,695,3,1.5,Good,12832.52,40086.27,0.0,15346.36,133320.04,55598.61,21083.47,1062.91,62189.42,17811.0,0,3,0,0,0,3,0,3
1523,314670.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6528.8,19231.67,16866.86,20962.86,17822.64,24954.97,23707.11,22941.33,23596.35,23754.12,22632.13,25415.85,20032.67,23604.06,19772.63,2846.43,772.8,64190.95,249706.73,72,1986,Male,TX,17898,36496,119670,759,1,3.3,Very Good,12902.29,4544.43,0.0,24230.56,112900.87,76113.95,24247.48,466.02,59264.88,6957.0,0,1,0,0,0,1,0,1
1524,110209.59,16021.94,3232.69,80915.48,398241.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29571.36,31066.77,37461.38,32747.76,33511.39,34067.5,34503.49,35660.81,36305.28,34330.63,37022.9,37469.84,37952.83,41140.99,37351.17,36533.83,35388.84,6534.78,1711.81,83520.25,523389.49,67,1942,Male,NY,20447,47993,3080,827,5,0.1,Excellent,17985.42,25886.38,19455.8,16181.51,265475.76,139129.85,33456.6,2150.0,88900.23,21003.6,0,5,0,0,0,3,2,5
1525,384485.97,290415.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40878.33,49361.09,50207.42,51156.79,49363.71,53227.24,51990.41,51789.96,52982.25,54488.76,51623.75,51155.81,57375.64,9300.57,106.37,43780.94,631014.42,66,1948,Female,UT,15881,23350,19515,679,2,0.8,Good,484.179999999999,38980.48,69862.41,13872.97,175056.11,272260.21,59634.62,165.69,44585.06,7776.0,0,2,0,0,0,2,0,2
1526,58301.98,104205.88,66941.49,166824.38,52564.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22011.92,23775.61,20513.37,22265.16,21108.35,21727.63,26618.71,27315.28,22253.63,25254.61,23276.25,23882.25,23723.1,24521.95,23508.28,25920.66,21445.25,25842.26,20458.54,3415.5,65.44,48837.84,399935.03,65,1967,Female,OK,14465,29496,49681,704,5,1.7,Good,12828.89,30944.77,0.0,23458.99,134657.86,98674.76,37591.56,299.52,110381.96,7720.0,5,0,0,2,0,2,1,5
1527,125583.77,23034.07,94984.35,97340.01,273598.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7119.54,43029.21,41806.57,42901.69,44083.54,44983.01,39999.1,42772.99,43220.99,43428.17,42855.89,46976.75,41657.38,41189.58,41908.73,6607.61,1616.25,61939.66,550984.84,66,1960,Female,PA,21005,42825,105122,850,5,2.5,Excellent,18459.18,233943.32,21612.35,21900.82,114199.28,80932.33,28056.58,400.21,95036.68,18412.8,2,3,0,0,0,2,3,5
1528,568013.34,148194.27,25193.85,571877.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39659.08,54967.51,56020.01,57569.7,58499.21,56012.17,58117.85,57677.23,59001.86,62794.04,59938.58,62679.21,60617.69,60734.42,62405.9,64111.2,63533.94,61873.63,63470.3,61260.39,61568.05,62490.86,8276.01,5555.89,94058.29,1213664.66,64,1972,Female,NY,16703,34057,59247,655,4,1.7,Fair,23943.81,37189.52,36915.47,20157.69,367277.28,571692.4,135363.28,4746.1,115993.29,6959.25,1,2,1,0,0,2,2,4
1529,186517.54,208025.19,83034.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2204.56,27413.25,24401.49,24538.75,28690.74,23847.88,27787.38,28112.58,26350.45,28140.6,25302.44,28943.2,34617.27,28563.43,27616.0,27433.32,29672.03,28877.0,5065.13,2913.88,60727.59,413936.03,73,1977,Female,TX,21178,43181,57199,710,3,1.3,Good,192.2,11575.38,7498.84,14903.24,225444.37,122419.57,35429.19,2505.8,57608.91,14218.0,0,3,0,0,0,3,0,3
1530,224606.38,118354.79,401230.71,147147.03,3278.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16695.0,65270.37,69609.65,69228.5,70862.54,61164.55,71100.57,73491.06,77501.04,75641.5,77218.44,78676.97,75668.94,12488.72,19024.94,133057.16,742535.75,66,1987,Male,NJ,47698,97248,197100,775,5,2.0,Very Good,19616.96,118239.42,905.49,31120.93,339735.26,218474.51,51398.39,14479.39,100647.5,40508.8,2,3,0,0,0,2,3,5
1531,461913.77,239904.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.51,30621.53,43999.44,44495.76,46301.02,42573.79,40450.13,44721.99,44042.38,45395.25,42891.56,41617.55,47747.89,44539.67,47605.23,43116.84,44368.98,7143.74,979.2,112098.12,588740.94,64,1976,Male,MO,17101,34869,53381,699,2,1.5,Good,17645.26,7381.55,1566.26,10781.69,193992.15,261540.54,68766.28,1462.63,138681.9,6892.5,1,1,0,0,0,0,2,2
1532,119878.01,1352621.53,541930.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28304.76,110943.0,106122.91,104727.68,106491.82,110894.27,112489.49,113430.94,108913.68,110039.78,113834.34,112784.94,111382.81,110422.55,106931.44,104862.5,109615.65,106187.78,108889.16,17160.87,12185.06,95281.32,1906963.99,62,1961,Female,WI,15371,31343,49537,741,3,1.6,Very Good,22848.74,337095.14,0.0,93207.23,498019.13,729814.21,146505.7,1561.58,185378.64,10047.3333333333,1,2,0,0,0,1,2,3
1533,474706.0,70505.5,115288.51,2049.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53644.96,53976.07,7667.48,0.0,0.0,0.0,0.0,0.0,0.0,17.76,7620.84,39887.36,59320.77,63214.79,59123.08,61857.69,62878.85,61870.42,61199.12,60597.95,9672.74,3794.43,84549.81,574205.64,62,1956,Female,TX,16665,30399,19404,668,4,0.6,Fair,8925.0,10389.5,571.21,9528.28,185350.76,298281.28,84896.81,337.13,64269.91,9562.5,0,2,2,0,0,3,1,4
1534,240891.08,154389.35,497502.02,99142.87,2577.38,321499.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34150.76,59487.59,67671.76,60107.18,53690.63,48969.0,0.0,8955.85,65950.87,42702.59,66718.46,67376.62,73886.56,71019.78,75061.01,70595.78,76011.36,71974.54,74010.36,74318.22,70157.65,72212.78,10972.89,4245.36,316807.59,994949.29,66,1967,Female,KY,28583,58278,51539,689,6,0.9,Good,3358.93,441709.43,8157.42,27496.44,278478.52,180622.98,290648.47,2505.67,83024.38,24948.5,2,4,0,0,0,2,4,6
1535,231592.72,370427.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23223.84,24792.51,24308.06,24950.53,24731.3,23401.64,61540.83,67055.85,66627.37,66207.79,62913.56,63149.27,63363.83,5753.79,0.0,0.0,0.0,0.0,0.0,0.0,220.64,27757.05,574042.48,55,1958,Male,KY,14038,9445,14856,641,2,1.6,Fair,2968.06,58616.94,336.94,2132.78,102565.69,266139.27,147946.11,106.67,21207.71,5518.5,1,0,1,0,0,1,1,2
1536,194238.58,6374.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2823.77,18659.39,15870.65,16986.07,17361.05,19279.81,16627.59,18407.91,19293.17,17880.23,18120.02,17316.34,1986.66,2227.02,38685.68,159699.96,66,1987,Female,NJ,16691,34034,55846,633,2,1.6,Fair,8123.6,4555.69,676.24,9530.33,68620.97,44634.1,16763.2,3768.27999999999,43940.25,6334.5,0,2,0,0,0,1,1,2
1537,150296.9,109583.81,608256.54,220003.09,632946.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104631.96,128750.04,118759.08,115599.78,130424.14,128686.12,131813.31,146051.91,143188.61,144474.17,139072.17,131635.5,132501.56,25498.82,14867.55,330494.03,1375725.59,67,1960,Male,FL,53676,109440,180865,737,5,1.7,Good,11280.7,173399.6,11415.64,16284.95,777290.08,338716.52,224958.8,1783.02,165957.86,36967.2,2,3,0,0,0,2,3,5
1538,4291.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4291.18,0.0,1295.61,2995.57,61,2000,Female,NJ,30587,62365,137710,606,1,2.2,Fair,0.0,133.03,0.0,0.0,1887.0,624.11,1101.81,0.0,545.23,21147.0,0,1,0,0,0,1,0,1
1539,52930.0,85825.46,257634.29,43152.54,72989.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5423.85,25974.28,33741.62,29708.23,31979.85,32568.75,36934.5,32800.93,34403.38,31679.28,37658.33,37124.08,35689.14,35170.07,33655.72,32716.71,5303.47,3943.27,35716.93,472871.99,67,1935,Female,PA,15262,38499,1493,746,5,0.0,Very Good,550.96,56993.75,8958.34,15342.84,259699.62,97422.49,21016.41,4933.59,47614.19,14176.4,1,4,0,0,0,2,3,5
1540,3688.17,1280.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4968.92,0.0,920.47,4048.45,65,1998,Female,IN,23355,47622,87054,709,2,1.8,Good,51.96,651.59,249.2,0.0,1345.48,1043.38,527.31,0.0,1100.0,11873.0,0,1,1,0,0,0,2,2
1541,521257.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49557.21,47801.78,44740.83,46206.84,46832.26,48023.45,45311.63,44622.9,49576.0,45921.75,44628.54,8034.16,339.24,48515.13,472402.98,62,1972,Female,MO,19627,40017,75377,648,1,1.9,Fair,3264.52,15145.55,1225.83,9211.22,170915.21,215977.04,43396.71,581.12,61540.15,6326.0,0,1,0,0,0,1,0,1
1542,899.78,57969.03,554.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22241.53,26386.38,9341.12,1454.59,194.85,11978.76,47250.01,71,1991,Female,FL,19805,40381,63008,730,3,1.6,Good,1970.97,3104.15,0.0,2288.2,18332.07,14133.02,6506.78,0.0,13088.43,13715.6666666666,1,2,0,0,0,2,1,3
